order_id,order_date_raw,category_raw,product_id,channel,quantity,unit_price,amount_raw
S18849,26.06.2024,одяг,P060,online,5,2967.32,14 836.60
S18850,23.10.2024,Аксесуари,P073,retail,2,1651.67,3303.34
S18851,2024-05-23,смартфони,P047,wholesale,4,23696.71,"94786,84"
S18852,2024-11-12,аксесуари,P053,online,3,226.03,-678.09 грн
S18853,28.06.2025,одяг,P020,online,1,690.26,690.26
S18854,25.01.2024,Аксесуари ,P018,online,4,575.14,"2300,56"
S18855,2024-11-14,Смартфони,P022,online,5,24163.45,120817.25
S18856,21.11.2025,ноутбуки,P056,retail,5,15485.70,77428.50
S18857,08.10.2025, побутова техніка ,P004,retail,2,8636.87,17273.74
S18858,2024-02-01,Смартфони ,P017,retail,2,10017.33,"(20034,66)"
S18859,2024-07-30,смартфони,P022,wholesale,2,11958.56,23 917.12
S18860,10.09.2024,Одяг,P045,retail,4,1179.82,4719.28
S18861,10.12.2025,аксесуари,P058,wholesale,2,1391.62,"2783,24"
S18862,17.08.2025,Аксесуари,P038,retail,4,1406.20,-5624.80
S18863,09.06.2024,Побутова техніка,P009,retail,4,2258.26,"9033,04"
S18864,2024-04-19,побутова техніка,P039,retail,3,6918.36,"20755,08"
S18865,06.10.2025,Смартфони,P037,wholesale,3,17974.24,53922.72 грн
S18866,2025-03-11,Смартфони ,P012,wholesale,4,14866.19,59464.76
S18867,2024-02-12,Смартфони,P037,online,1,17728.63,17728.63
S18868,2024-03-20,Ноутбуки,P046,retail,5,31189.72,"155948,60"
S18869,2025-10-29,Одяг,P040,retail,3,2013.89,6041.67
S18870,2025-06-14,одяг,P050,online,3,2568.09,7 704.27
S18871,10.09.2025, аксесуари ,P008,retail,3,581.85,1 745.55
S18872,19.10.2025,ноутбуки,P036,retail,1,28201.64,28201.64
S18873,2024-03-01,Ноутбуки,P051,online,5,10152.61,50 763.05
S18874,30.08.2024,аксесуари,P023,online,5,792.81,3964.05
S18875,15.10.2025,побутова техніка,P004,online,3,8249.01,24747.03
S18876,2024-05-12,одяг,P025,online,3,1723.69,5171.07
S18877,2025-05-16,ПОБУТОВА ТЕХНІКА,P034,online,2,8292.53,"16585,06"
S18878,2025-03-16, ноутбуки ,P046,retail,5,8912.23,44561.15
S18879,01.02.2025,Побутова техніка,P024,retail,2,7474.88,14949.76
S18880,2025-08-04, аксесуари ,P028,wholesale,4,464.83,1859.32
S18881,2024-08-24, смартфони ,P007,online,4,8356.65,33426.60
S18882,2025-11-28, одяг ,P060,wholesale,1,2336.35,2336.35 грн
S18883,2024-05-08,Побутова техніка ,P039,retail,3,8674.49,26023.47 грн
S18884,19.02.2025,ПОБУТОВА ТЕХНІКА,P019,retail,1,15987.93,15 987.93
S18885,2024-11-26,ноутбуки,P016,retail,3,17057.32,"51171,96"
S18886,2024-03-29,Смартфони,P052,online,3,24464.92,73394.76 грн
S18887,2024-10-26,смартфони,P032,online,4,6275.03,25 100.12
S18888,2025-04-17, смартфони ,P047,retail,3,10313.80,30 941.40
S18889,28.10.2025,одяг,P030,retail,4,398.99,"1595,96"
S18890,2025-12-23,ПОБУТОВА ТЕХНІКА,P034,retail,1,5888.82,-5888.82 грн
S18891,11.12.2024,Аксесуари,P048,online,2,1232.89,2465.78
S18892,2024-07-18,ОДЯГ,P035,retail,5,1977.14,"9885,70"
S18893,2025-01-29,Смартфони ,P017,online,4,4326.24,17304.96
S18894,2024-06-27,аксесуари,P023,retail,5,1966.93,9834.65
S18895,20.05.2024,смартфони,P027,retail,3,3755.14,11265.42
S18896,28.09.2025,Аксесуари ,P048,retail,5,1389.02,6945.10
S18897,2025-01-24,смартфони,P032,online,1,14645.44,14645.44
S18898,2024-08-09,Побутова техніка,P019,retail,2,2984.59,5 969.18
S18899,2024-07-08,Побутова техніка,P049,retail,1,3499.93,3499.93
S18900,2024-09-01,одяг,P060,retail,3,742.24,2 226.72
S18901,2025-03-11, одяг ,P015,retail,2,712.89,1425.78
S18902,17.12.2024,Ноутбуки,P041,online,3,29067.49,87202.47
S18903,2024-10-28,Побутова техніка,P054,online,2,13658.73,-27317.46
S18904,2024-05-12, одяг ,P030,retail,3,2100.39,6301.17 грн
S18905,2025-04-08,Побутова техніка,P004,retail,3,15441.57,46324.71
S18906,04.05.2025,ОДЯГ,P050,retail,1,988.69,988.69
S18907,2025-07-01,одяг,P061,retail,2,2768.74,"5537,48"
S18908,2024-05-29,АКСЕСУАРИ,P018,retail,3,116.04,348.12
S18909,02.07.2024,Смартфони,P017,wholesale,4,12477.96,49 911.84
S18910,16.05.2025,смартфони,P017,online,2,10439.74,20879.48 грн
S18911,02.04.2025,Аксесуари,P038,retail,2,1989.54,3979.08
S18912,2025-07-30,АКСЕСУАРИ,P065,online,4,163.81,655.24
S18913,23.03.2024,одяг,P005,wholesale,1,499.03,499.03
S18914,19.01.2025,Побутова техніка,P039,retail,1,11709.13,11709.13
S18915,24.10.2024,Аксесуари,P023,online,3,1296.20,3888.60
S18916,28.08.2024,Смартфони,P007,wholesale,4,24190.58,96762.32
S18917,2024-12-27,Смартфони ,P047,retail,4,6257.98,"25031,92"
S18918,2025-03-22,Аксесуари,P013,retail,4,1697.54,6790.16
S18919,07.01.2024,Аксесуари,P038,retail,4,910.63,3642.52
S18920,2025-06-08,смартфони,P032,online,3,5755.32,17265.96
S18921,07.08.2024,Одяг ,P010,online,1,2743.18,2 743.18
S18922,2024-06-21,Аксесуари,P053,online,4,330.54,1322.16 грн
S18923,27.02.2025,Одяг,P060,online,3,1676.39,-5029.17
S18924,2025-09-29,СМАРТФОНИ,P071,online,2,20263.47,40526.94
S18925,23.09.2024,Смартфони,P047,retail,2,3735.96,7471.92
S18926,2024-10-22,ноутбуки,P051,retail,3,29941.14,"89823,42"
S18927,09.11.2024, аксесуари ,P038,retail,3,1037.58,"3112,74"
S18928,2024-10-13,аксесуари,P028,wholesale,4,260.86,1 043.44
S18929,2024-05-11, побутова техніка ,P063,online,3,2507.97,7523.91
S18930,2025-02-03, побутова техніка ,P059,retail,2,17935.23,35870.46
S18931,31.07.2025,Побутова техніка ,P073,online,2,17080.22,34160.44
S18932,28.07.2024,Побутова техніка,P014,online,3,12743.75,38231.25 грн
S18933,2024-07-27,Ноутбуки ,P016,retail,3,23256.83,69770.49
S18934,2024-06-29,Смартфони,P022,retail,5,13484.37,67421.85
S18935,2025-12-06,Аксесуари ,P023,retail,1,1678.20,1678.20
S18936,2025-12-18,Ноутбуки,P051,online,5,27347.46,136737.30
S18937,07.01.2025,Одяг ,P020,online,5,581.88,2909.40 грн
S18938,2024-03-07,Смартфони,P067,retail,3,16604.27,49812.81
S18939,27.09.2024,СМАРТФОНИ,P027,wholesale,5,21833.88,109 169.40
S18940,2024-05-04,ОДЯГ,P045,retail,5,2716.02,13580.10
S18941,2025-11-16,Ноутбуки,P016,retail,4,9675.86,38703.44
S18942,18.12.2024,Одяг ,P025,online,3,1973.07,5919.21
S18943,24.02.2025,Побутова техніка ,P009,online,2,11649.58,"23299,16"
S18944,21.03.2025,Побутова техніка ,P019,retail,2,2456.82,4913.64
S18945,2024-03-06,Смартфони,P047,online,1,18188.45,18188.45
S18946,18.05.2025,Одяг,P015,wholesale,3,1112.01,"3336,03"
S18947,06.04.2024,Побутова техніка,P024,retail,5,5622.88,28114.40
S18948,2025-01-09,Ноутбуки ,P026,retail,3,22798.05,"68394,15"
S18949,2025-12-29,Одяг ,P060,retail,3,2887.70,8663.10
S18950,2025-11-13,АКСЕСУАРИ,P058,online,3,578.03,"1734,09"
S18951,2024-10-20,Аксесуари,P013,wholesale,4,1834.71,7338.84
S18952,02.05.2025,СМАРТФОНИ,P037,online,3,9784.02,"29352,06"
S18953,19.01.2024, одяг ,P060,retail,2,1966.04,3 932.08
S18954,2025-09-24,Побутова техніка ,P044,wholesale,4,7504.79,30019.16
S18955,01.05.2025,НОУТБУКИ,P021,wholesale,1,23408.76,23408.76
S18956,19.04.2024,Побутова техніка,P044,online,2,9290.85,18581.70
S18957,07.05.2024,Аксесуари,P058,online,2,1882.23,3764.46
S18958,2025-06-02,Аксесуари,P003,retail,1,1402.26,"1402,26"
S18959,19.02.2025,Смартфони,P022,online,3,3341.84,10025.52
S18960,2025-09-08,ОДЯГ,P005,retail,3,1534.53,4603.59
S18961,2025-04-07,ПОБУТОВА ТЕХНІКА,P004,online,2,13528.20,27056.40
S18962,2025-06-27,Аксесуари ,P043,online,5,716.44,3582.20
S18963,10.03.2024,Ноутбуки ,P063,wholesale,3,16767.99,50303.97
S18964,2025-08-29,Аксесуари ,P053,online,1,635.71,"635,71"
S18965,10.01.2025,Одяг ,P050,online,2,351.95,703.90
S18966,2024-05-24,аксесуари,P048,wholesale,5,254.83,1274.15
S18967,17.06.2024,Аксесуари ,P058,online,1,775.31,"775,31"
S18968,19.03.2025,Смартфони ,P012,retail,5,9131.48,45 657.40
S18969,2024-06-17,Побутова техніка ,P059,retail,5,10100.14,50500.70
S18970,2025-09-05,аксесуари,P058,online,5,1599.22,7996.10
S18971,01.03.2024,Смартфони,P037,wholesale,3,14109.09,42 327.27
S18972,15.03.2024,побутова техніка,P029,online,3,14033.82,42101.46
S18973,2024-01-25,Аксесуари ,P003,retail,2,1311.26,"2622,52"
S18974,2025-02-18,Аксесуари,P048,online,5,1944.28,9 721.40
S18975,04.08.2024,Одяг,P055,retail,4,273.63,1094.52
S18976,2025-06-24, аксесуари ,P043,wholesale,5,718.19,"3590,95"
S18977,2025-02-16,аксесуари,P075,online,5,1967.42,9837.10
S18978,2024-01-21,ноутбуки,P074,retail,1,24460.75,24460.75 грн
S18979,2024-04-15,смартфони,P042,online,2,3569.72,7139.44
S18980,2025-02-11,Побутова техніка,P009,wholesale,5,12873.70,64368.50
S18981,2025-03-30,смартфони,P027,online,3,22711.09,68133.27
S18982,2025-11-23, смартфони ,P027,retail,2,3026.22,6052.44
S18983,17.04.2025,Аксесуари,P023,online,4,1751.55,7006.20
S18984,2025-02-24,Ноутбуки,P006,retail,4,28986.38,115945.52
S18985,13.09.2025, ноутбуки ,P001,online,4,20664.91,82659.64
S18986,02.06.2025,Аксесуари ,P023,online,5,327.86,1639.30 грн
S18987,30.06.2025, побутова техніка ,P049,retail,4,7552.28,30209.12 грн
S18988,2024-05-24,СМАРТФОНИ,P037,retail,3,13978.32,"41934,96"
S18989,16.08.2024,Аксесуари,P048,wholesale,2,1938.32,3876.64
S18990,2024-07-04,СМАРТФОНИ,P012,wholesale,5,9656.38,"48281,90"
S18991,2024-06-25,Смартфони ,P047,wholesale,1,19394.89,19394.89
S18992,26.11.2025,ноутбуки,P051,retail,4,20781.90,"83127,60"
S18993,29.12.2024,Ноутбуки,P041,online,3,25245.78,75737.34
S18994,2024-12-22,одяг,P067,retail,1,1737.74,1 737.74
S18995,2024-10-16,Смартфони,P002,online,3,12147.58,36442.74
S18996,31.07.2024, одяг ,P005,retail,2,1380.05,2760.10 грн
S18997,2024-04-23,Смартфони,P057,wholesale,3,22285.97,66 857.91
S18998,2025-10-17,Одяг,P005,retail,1,958.43,958.43 грн
S18999,2025-05-15,Побутова техніка ,P059,retail,1,7828.40,"7828,40"
S19000,2025-03-25,ПОБУТОВА ТЕХНІКА,P049,retail,3,19474.69,58424.07
S19001,2024-07-29,Побутова техніка,P059,retail,5,13136.61,65683.05
S19002,04.03.2024,Аксесуари ,P008,online,3,138.58,415.74
S19003,28.11.2025,ноутбуки,P051,online,1,25953.39,25953.39
S19004,2025-01-02,Смартфони,P017,online,3,24001.87,72 005.61
S19005,09.03.2024,побутова техніка,P004,online,1,7829.16,7829.16
S19006,2024-08-16,НОУТБУКИ,P006,online,1,19095.50,19095.50
S19007,2025-07-19, ноутбуки ,P001,online,1,12295.60,12295.60
S19008,25.09.2025,Аксесуари,P053,wholesale,4,509.83,2039.32
S19009,2024-12-01,побутова техніка,P044,retail,2,9484.38,18968.76
S19010,26.11.2025,ОДЯГ,P040,online,3,2818.46,8455.38
S19011,2024-02-15,Аксесуари,P003,retail,4,876.75,3507.00
S19012,2025-11-18,Одяг,P035,retail,5,300.32,1 501.60
S19013,2024-05-16,НОУТБУКИ,P031,retail,4,14153.88,"56615,52"
S19014,31.10.2025, смартфони ,P007,wholesale,4,14200.53,56802.12
S19015,18.08.2024,НОУТБУКИ,P016,wholesale,4,14938.17,59752.68
S19016,2024-08-29, побутова техніка ,P004,retail,2,14259.60,28519.20
S19017,07.03.2024,ноутбуки,P021,wholesale,4,33274.80,133099.20 грн
S19018,21.09.2024,смартфони,P042,retail,5,21097.88,"(105489,40)"
S19019,08.12.2024,смартфони,P037,online,5,4595.14,22975.70
S19020,27.08.2024,Одяг,P050,online,2,713.91,1427.82
S19021,16.12.2024,Ноутбуки,P065,retail,4,20919.50,83 678.00
S19022,2024-06-07,ноутбуки,P051,online,4,24114.25,96457.00 грн
S19023,2024-09-26,Одяг ,P030,retail,2,1902.82,3805.64
S19024,15.11.2025,одяг,P050,wholesale,5,2598.41,12992.05
S19025,2025-08-23,НОУТБУКИ,P031,online,4,30852.13,123408.52
S19026,27.06.2025,Одяг,P025,wholesale,1,1037.67,1037.67 грн
S19027,2024-02-28, одяг ,P055,retail,3,1185.63,3556.89
S19028,20.07.2025,Побутова техніка,P044,retail,1,17772.44,17772.44
S19029,2025-03-31,побутова техніка,P019,online,5,6217.72,31088.60
S19030,01.09.2024,Ноутбуки,P031,online,3,31868.42,95 605.26
S19031,2024-01-08,одяг,P035,online,3,2093.04,"6279,12"
S19032,2024-09-14,Побутова техніка,P024,online,4,4846.90,19387.60
S19033,2024-02-10,Ноутбуки,P021,online,5,34306.03,171530.15 грн
S19034,2024-03-29, побутова техніка ,P044,online,1,2680.91,"(2680,91)"
S19035,2025-05-01,Одяг,P005,retail,1,1479.63,"1479,63"
S19036,08.03.2025, смартфони ,P052,retail,2,17117.33,34234.66
S19037,2025-06-26,АКСЕСУАРИ,P013,online,3,1438.60,"4315,80"
S19038,13.06.2024,Одяг,P035,retail,3,1276.38,3829.14
S19039,2024-07-12,Ноутбуки,P036,online,4,29387.70,117 550.80
S19040,2025-04-07,Смартфони,P037,retail,1,22150.73,22150.73 грн
S19041,2025-01-15,Побутова техніка,P054,retail,3,14462.51,43387.53
S19042,14.10.2025,Побутова техніка,P024,wholesale,2,13450.24,26900.48
S19043,30.09.2024,Побутова техніка,P059,online,1,9669.16,9669.16
S19044,2025-05-04,Аксесуари ,P008,online,3,501.28,1503.84
S19045,11.07.2025,Одяг,P030,retail,2,1684.02,"3368,04"
S19046,2025-10-21,Побутова техніка,P014,wholesale,1,17395.98,17395.98
S19047,2025-07-26,Аксесуари,P003,wholesale,4,1982.74,7930.96
S19048,2025-06-25,Ноутбуки,P026,retail,1,27696.64,"27696,64"
S19049,2025-12-20,Смартфони,P027,online,2,6328.85,12657.70
S19050,2024-01-20,АКСЕСУАРИ,P033,retail,1,892.07,892.07
S19051,11.11.2024,Аксесуари,P033,wholesale,3,1398.63,"4195,89"
S19052,2025-11-04,Аксесуари ,P033,wholesale,4,1058.21,4232.84
S19053,28.01.2024,Побутова техніка,P044,online,2,12510.57,25021.14
S19054,2025-12-23,одяг,P010,online,2,663.04,1 326.08
S19055,29.04.2024, ноутбуки ,P021,retail,3,8986.79,26960.37
S19056,16.11.2025,Смартфони,P037,online,5,13423.00,67115.00
S19057,2025-08-13,Ноутбуки,P056,online,5,19302.45,96512.25
S19058,21.07.2024,Ноутбуки ,P026,online,5,20597.95,102989.75
S19059,10.09.2025,Аксесуари,P048,online,3,797.45,2392.35
S19060,2024-09-19,Смартфони,P047,online,2,17062.38,34124.76
S19061,2024-01-14,ноутбуки,P006,online,2,32046.34,64092.68
S19062,17.05.2024,Смартфони ,P007,online,3,8593.20,25779.60
S19063,13.09.2025,Одяг,P005,retail,2,2520.85,5041.70
S19064,2025-04-02,Одяг,P035,online,4,2561.96,10247.84
S19065,2024-08-04,Побутова техніка,P059,online,4,5103.17,20 412.68
S19066,2025-12-15,Одяг,P015,wholesale,3,2918.66,8 755.98
S19067,2024-10-10,Побутова техніка ,P034,online,2,10985.78,"21971,56"
S19068,18.08.2025,побутова техніка,P072,online,1,9589.55,9589.55
S19069,2025-05-23,побутова техніка,P034,retail,3,9822.46,29467.38
S19070,2024-03-19,ПОБУТОВА ТЕХНІКА,P039,online,3,7303.95,21911.85
S19071,31.05.2025,ноутбуки,P001,retail,5,27530.31,137651.55 грн
S19072,2024-02-12,смартфони,P042,online,2,17145.00,34290.00
S19073,2024-07-15,ОДЯГ,P025,online,4,624.48,"2497,92"
S19074,20.09.2025,Побутова техніка,P054,retail,3,19226.48,57679.44 грн
S19075,21.10.2025,ноутбуки,P051,wholesale,5,14894.34,74471.70
S19076,21.09.2025,Одяг,P055,online,4,1856.93,"7427,72"
S19077,2024-08-05,НОУТБУКИ,P026,wholesale,4,12604.12,50416.48
S19078,2025-05-18,Смартфони,P027,online,1,22223.97,22223.97
S19079,2025-10-28, одяг ,P015,retail,1,1493.19,(1493.19)
S19080,06.01.2025,одяг,P025,online,5,963.25,4816.25 грн
S19081,20.05.2024,Ноутбуки,P021,online,3,23029.46,"69088,38"
S19082,01.01.2025,Ноутбуки ,P041,online,5,29008.56,145042.80
S19083,26.04.2025,Ноутбуки,P051,retail,5,11444.48,"57222,40"
S19084,2024-02-23,ПОБУТОВА ТЕХНІКА,P029,retail,2,6354.27,12 708.54
S19085,2024-10-29,ПОБУТОВА ТЕХНІКА,P019,online,2,18087.67,"36175,34"
S19086,2024-06-29,Смартфони ,P007,online,2,10539.75,21079.50
S19087,17.10.2025,Ноутбуки,P026,online,3,25836.52,77509.56
S19088,05.11.2024,Аксесуари,P053,online,3,645.07,1935.21
S19089,05.07.2025,Ноутбуки ,P046,retail,5,34675.11,173375.55 грн
S19090,2024-02-24,АКСЕСУАРИ,P003,online,3,461.60,1384.80
S19091,2025-03-07,аксесуари,P043,retail,5,966.36,"4831,80"
S19092,25.09.2025,Побутова техніка,P044,online,2,12176.19,24352.38 грн
S19093,14.05.2024,побутова техніка,P059,online,1,16848.66,16848.66
S19094,2024-03-13,Побутова техніка,P054,online,5,2296.56,11 482.80
S19095,2024-12-03,Одяг,P030,retail,2,1873.74,3747.48
S19096,2025-12-23,Аксесуари,P023,online,2,425.32,850.64
S19097,2025-09-23,АКСЕСУАРИ,P013,online,1,1763.34,1763.34
S19098,2025-04-19,ПОБУТОВА ТЕХНІКА,P034,retail,1,7238.13,7238.13 грн
S19099,2024-03-29,Смартфони,P012,online,5,19330.70,96653.50
S19100,2024-07-27,Смартфони,P027,online,4,20239.52,"80958,08"
S19101,2024-02-07,ноутбуки,P056,retail,4,8696.12,34784.48
S19102,2024-03-06,АКСЕСУАРИ,P023,wholesale,1,1096.62,1 096.62
S19103,2025-07-23,одяг,P030,retail,5,1290.93,6454.65 грн
S19104,04.09.2025,одяг,P050,online,4,234.42,"937,68"
S19105,25.01.2025,ноутбуки,P016,retail,2,13897.01,(27794.02)
S19106,07.08.2024,Смартфони,P002,online,5,19549.18,97745.90
S19107,2025-06-06,Аксесуари,P028,retail,5,290.80,"1454,00"
S19108,19.07.2025,Ноутбуки ,P036,wholesale,2,15006.31,30012.62
S19109,22.12.2024,СМАРТФОНИ,P052,retail,5,22089.10,110445.50
S19110,2024-10-28,АКСЕСУАРИ,P073,retail,2,1734.86,"3469,72"
S19111,2025-02-21,аксесуари,P018,retail,2,1470.50,2941.00
S19112,03.05.2024,Ноутбуки,P056,wholesale,2,25816.64,51633.28
S19113,2025-09-03,АКСЕСУАРИ,P023,retail,2,1003.16,2006.32
S19114,2025-10-09,ноутбуки,P031,retail,5,27796.27,138 981.35
S19115,11.04.2024,Одяг ,P060,online,3,499.41,1498.23
S19116,2024-07-08,смартфони,P042,retail,3,7589.42,"22768,26"
S19117,2025-04-30,ноутбуки,P046,retail,5,22668.93,"113344,65"
S19118,07.11.2025,ОДЯГ,P040,online,1,1969.34,1969.34
S19119,21.03.2024,Побутова техніка,P034,online,1,3118.02,"3118,02"
S19120,2024-02-07,Аксесуари,P023,retail,3,1472.62,(4417.86 грн)
S19121,01.12.2025,смартфони,P057,retail,2,8145.44,16 290.88
S19122,2025-01-27,Аксесуари ,P018,online,3,978.51,2935.53 грн
S19123,2024-12-23,Побутова техніка ,P054,retail,1,16024.63,16024.63
S19124,25.06.2025, побутова техніка ,P049,retail,1,15662.16,15662.16 грн
S19125,25.09.2024,Побутова техніка ,P019,retail,1,14906.26,14 906.26
S19126,23.10.2025, смартфони ,P032,retail,1,13586.14,13586.14
S19127,2024-03-11,Аксесуари ,P023,wholesale,4,1787.01,7148.04
S19128,2024-12-15,Побутова техніка ,P029,online,3,9219.39,27658.17
S19129,26.02.2025,Аксесуари,P043,online,2,579.98,1 159.96
S19130,2025-01-04, одяг ,P010,retail,2,2898.73,5797.46
S19131,06.01.2025,Ноутбуки,P016,online,5,31551.39,157756.95
S19132,2025-09-12,АКСЕСУАРИ,P018,retail,1,1858.99,1 858.99
S19133,2024-10-31,ноутбуки,P051,retail,1,30131.57,30131.57
S19134,2025-03-15, ноутбуки ,P036,wholesale,4,24205.25,96821.00
S19135,2024-08-01,Смартфони,P002,wholesale,2,14446.56,28 893.12
S19136,31.01.2025,СМАРТФОНИ,P057,online,3,7925.78,-23777.34
S19137,01.09.2024,аксесуари,P062,retail,3,579.98,1739.94
S19138,2024-08-25,Одяг ,P020,retail,1,1433.62,1 433.62
S19139,30.09.2025,Смартфони,P002,retail,1,22961.48,(22961.48)
S19140,29.06.2024,Побутова техніка,P029,online,4,15347.45,61389.80 грн
S19141,2025-12-24,Побутова техніка,P034,wholesale,2,10166.00,20332.00
S19142,23.10.2025,одяг,P035,online,4,2616.55,(10466.20)
S19143,16.11.2025,Одяг,P030,wholesale,1,2436.17,2 436.17
S19144,2025-03-26,побутова техніка,P009,online,4,17652.75,70611.00
S19145,27.04.2025, одяг ,P025,retail,5,1038.39,5191.95
S19146,26.06.2025,Аксесуари,P033,retail,1,943.73,943.73
S19147,10.08.2025,Аксесуари,P033,retail,3,581.54,1744.62 грн
S19148,2024-04-14,АКСЕСУАРИ,P018,online,5,1671.19,8 355.95
S19149,2024-06-15,Аксесуари ,P018,retail,2,824.50,1 649.00
S19150,2024-09-29, смартфони ,P047,online,4,18317.79,73271.16 грн
S19151,2024-09-26,Одяг,P061,online,1,2889.35,2889.35
S19152,2025-02-13,Смартфони,P027,retail,1,4745.46,4745.46 грн
S19153,2024-02-18,Побутова техніка,P054,retail,3,11553.51,"34660,53"
S19154,22.10.2024,СМАРТФОНИ,P002,online,3,13996.22,41988.66
S19155,27.01.2025,смартфони,P052,online,4,10162.35,40 649.40
S19156,12.06.2025,смартфони,P002,retail,1,5069.28,5069.28
S19157,2024-07-31, аксесуари ,P053,online,4,1418.74,5674.96
S19158,03.01.2024,Аксесуари,P023,wholesale,2,898.98,1797.96
S19159,2024-07-28,ПОБУТОВА ТЕХНІКА,P059,retail,1,17929.79,17929.79
S19160,24.11.2025,Ноутбуки,P051,online,2,29729.27,59458.54
S19161,2024-03-22, ноутбуки ,P016,wholesale,3,26837.53,80512.59
S19162,2024-06-05, аксесуари ,P028,online,4,1779.05,7116.20
S19163,2025-07-21,ноутбуки,P046,online,5,31760.32,158801.60
S19164,2024-11-11,АКСЕСУАРИ,P008,retail,2,941.30,"1882,60"
S19165,2024-11-15, аксесуари ,P071,retail,3,1461.45,"4384,35"
S19166,26.02.2025,ОДЯГ,P040,online,5,1713.06,8565.30
S19167,2025-03-02,одяг,P015,retail,2,2122.06,"4244,12"
S19168,2024-06-14,аксесуари,P023,retail,4,1677.71,6710.84
S19169,20.12.2024,Одяг ,P020,retail,3,2493.32,7479.96
S19170,07.08.2025, ноутбуки ,P011,retail,2,17260.83,34 521.66
S19171,2025-02-06,Ноутбуки,P031,retail,4,12922.55,"51690,20"
S19172,2024-04-04,Аксесуари,P028,online,2,1881.70,3763.40
S19173,2025-07-16,Аксесуари,P043,wholesale,3,1540.18,4620.54
S19174,2024-01-22,смартфони,P012,retail,1,7561.80,7561.80 грн
S19175,2024-11-20,Ноутбуки,P021,online,2,20714.98,41429.96
S19176,2024-06-15,Ноутбуки,P016,online,3,14001.76,42005.28
S19177,27.08.2025,ОДЯГ,P025,online,4,719.07,2876.28
S19178,2024-04-11,Побутова техніка ,P049,retail,2,19948.88,"39897,76"
S19179,21.06.2025,Смартфони ,P042,retail,3,21231.37,63694.11 грн
S19180,2024-09-03,Аксесуари,P003,retail,4,1425.51,5702.04
S19181,2025-12-09,ПОБУТОВА ТЕХНІКА,P049,wholesale,5,13428.44,67 142.20
S19182,09.09.2024,ноутбуки,P056,online,2,34555.85,"69111,70"
S19183,2025-08-18,Смартфони,P022,retail,1,7909.91,7909.91
S19184,2025-12-31,ПОБУТОВА ТЕХНІКА,P044,retail,3,14888.50,44665.50 грн
S19185,16.02.2025,АКСЕСУАРИ,P028,retail,1,614.84,614.84
S19186,2025-04-07,Аксесуари,P053,online,1,1986.14,1986.14
S19187,2025-05-30,аксесуари,P008,online,4,1581.73,6 326.92
S19188,2024-07-17,СМАРТФОНИ,P042,online,3,18212.11,54636.33
S19189,03.03.2024,Побутова техніка,P014,wholesale,5,2470.40,"12352,00"
S19190,2024-01-13,Побутова техніка,P029,online,4,11491.36,45965.44 грн
S19191,2024-09-20,Аксесуари ,P043,online,4,614.80,2459.20
S19192,19.03.2024,Аксесуари ,P018,retail,3,1573.42,4720.26
S19193,2025-09-29,Одяг,P010,retail,2,2601.20,5 202.40
S19194,22.10.2025,ноутбуки,P056,retail,2,19768.17,39536.34 грн
S19195,2024-12-15,Побутова техніка,P054,retail,5,15565.88,77829.40
S19196,20.01.2024,побутова техніка,P009,retail,5,14498.38,"72491,90"
S19197,2024-01-06,ноутбуки,P026,wholesale,2,34604.11,69208.22 грн
S19198,14.07.2025,Одяг ,P015,retail,4,729.14,"2916,56"
S19199,05.04.2024,Одяг,P015,online,2,672.28,1344.56
S19200,18.06.2024,Одяг,P035,online,5,1350.30,6751.50 грн
S19201,2024-12-28,НОУТБУКИ,P041,retail,3,18856.46,56569.38
S19202,2024-09-19,Ноутбуки,P006,wholesale,5,20854.53,104272.65 грн
S19203,18.12.2025,Побутова техніка,P034,online,5,2655.45,13277.25
S19204,2024-11-23,Аксесуари,P048,retail,1,842.88,842.88
S19205,2025-03-25,Одяг,P050,wholesale,5,772.29,3861.45
S19206,04.11.2024,смартфони,P002,retail,3,21261.17,63783.51 грн
S19207,04.02.2024,одяг,P010,online,5,2426.92,12134.60
S19208,30.01.2025, ноутбуки ,P011,online,4,18011.07,72 044.28
S19209,16.02.2025,смартфони,P057,online,2,12259.39,24 518.78
S19210,2024-09-14,Ноутбуки,P031,retail,5,17881.96,89409.80
S19211,2025-10-29,Смартфони ,P052,online,3,13003.44,39010.32
S19212,2024-11-16,АКСЕСУАРИ,P033,wholesale,2,367.70,"735,40"
S19213,08.04.2024,Побутова техніка ,P029,online,4,14427.03,57708.12
S19214,04.01.2024,Ноутбуки ,P074,wholesale,1,29007.53,29007.53
S19215,2024-02-04,Одяг,P030,retail,1,2708.24,2708.24
S19216,2025-10-31,смартфони,P022,retail,5,7563.70,37818.50
S19217,2025-05-13,одяг,P035,online,5,2127.68,"10638,40"
S19218,2025-02-04,Одяг,P010,retail,3,2759.22,8277.66
S19219,26.05.2025,Побутова техніка ,P065,online,3,16060.22,"48180,66"
S19220,2025-01-19,Побутова техніка,P059,online,2,17782.42,35564.84 грн
S19221,20.05.2025,Побутова техніка,P029,retail,5,13479.70,67398.50 грн
S19222,2024-08-19,Смартфони ,P007,wholesale,2,12102.64,24205.28 грн
S19223,2025-05-18,Одяг ,P015,wholesale,4,1997.16,7988.64 грн
S19224,12.09.2024,Аксесуари ,P013,retail,3,1802.18,5406.54
