cc,exchangedate,rate,txt
SGD,01.12.2025,32.5724,Сінгапурський долар
SGD,02.12.2025,32.7339,Сінгапурський долар
SGD,03.12.2025,32.625,Сінгапурський долар
SGD,04.12.2025,32.6071,Сінгапурський долар
SGD,05.12.2025,32.5618,Сінгапурський долар
SGD,06.12.2025,32.5618,Сінгапурський долар
SGD,07.12.2025,32.5618,Сінгапурський долар
SGD,08.12.2025,32.4687,Сінгапурський долар
SGD,09.12.2025,32.4514,Сінгапурський долар
SGD,10.12.2025,32.5291,Сінгапурський долар
SGD,11.12.2025,32.6269,Сінгапурський долар
SGD,12.12.2025,32.693,Сінгапурський долар
SGD,13.12.2025,32.693,Сінгапурський долар
SGD,14.12.2025,32.693,Сінгапурський долар
SGD,15.12.2025,32.6576,Сінгапурський долар
SGD,16.12.2025,32.7812,Сінгапурський долар
SGD,17.12.2025,32.7293,Сінгапурський долар
SGD,18.12.2025,32.7798,Сінгапурський долар
SGD,19.12.2025,32.7892,Сінгапурський долар
SGD,20.12.2025,32.7892,Сінгапурський долар
SGD,21.12.2025,32.7892,Сінгапурський долар
SGD,22.12.2025,32.6795,Сінгапурський долар
SGD,23.12.2025,32.673,Сінгапурський долар
SGD,24.12.2025,32.7552,Сінгапурський долар
SGD,25.12.2025,32.8303,Сінгапурський долар
SGD,26.12.2025,32.676,Сінгапурський долар
SGD,27.12.2025,32.676,Сінгапурський долар
SGD,28.12.2025,32.676,Сінгапурський долар
SGD,29.12.2025,32.7548,Сінгапурський долар
SGD,30.12.2025,32.8442,Сінгапурський долар
SGD,31.12.2025,33.02,Сінгапурський долар
SGD,01.01.2026,32.9546,Сінгапурський долар
SGD,02.01.2026,32.8402,Сінгапурський долар
SGD,03.01.2026,32.8402,Сінгапурський долар
SGD,04.01.2026,32.8402,Сінгапурський долар
SGD,05.01.2026,32.8754,Сінгапурський долар
SGD,06.01.2026,32.9712,Сінгапурський долар
SGD,07.01.2026,33.2527,Сінгапурський долар
SGD,08.01.2026,33.3376,Сінгапурський долар
SGD,09.01.2026,33.4712,Сінгапурський долар
SGD,10.01.2026,33.4712,Сінгапурський долар
SGD,11.01.2026,33.4712,Сінгапурський долар
SGD,12.01.2026,33.4647,Сінгапурський долар
SGD,13.01.2026,33.6485,Сінгапурський долар
SGD,14.01.2026,33.5323,Сінгапурський долар
SGD,15.01.2026,33.4941,Сінгапурський долар
SGD,16.01.2026,33.6952,Сінгапурський долар
SGD,17.01.2026,33.6952,Сінгапурський долар
SGD,18.01.2026,33.6952,Сінгапурський долар
SGD,19.01.2026,33.7057,Сінгапурський долар
SGD,20.01.2026,33.661,Сінгапурський долар
SGD,21.01.2026,33.717,Сінгапурський долар
SGD,22.01.2026,33.6812,Сінгапурський долар
SGD,23.01.2026,33.6268,Сінгапурський долар
SGD,24.01.2026,33.6268,Сінгапурський долар
SGD,25.01.2026,33.6268,Сінгапурський долар
SGD,26.01.2026,33.7314,Сінгапурський долар
SGD,27.01.2026,33.9409,Сінгапурський долар
SGD,28.01.2026,33.9468,Сінгапурський долар
SGD,29.01.2026,33.9113,Сінгапурський долар
SGD,30.01.2026,33.8882,Сінгапурський долар
SGD,31.01.2026,33.8882,Сінгапурський долар
SGD,01.02.2026,33.8882,Сінгапурський долар
SGD,02.02.2026,33.7629,Сінгапурський долар
SGD,03.02.2026,33.8078,Сінгапурський долар
SGD,04.02.2026,33.9913,Сінгапурський долар
SGD,05.02.2026,33.9596,Сінгапурський долар
SGD,06.02.2026,33.8809,Сінгапурський долар
SGD,07.02.2026,33.8809,Сінгапурський долар
SGD,08.02.2026,33.8809,Сінгапурський долар
SGD,09.02.2026,33.8061,Сінгапурський долар
SGD,10.02.2026,33.9247,Сінгапурський долар
SGD,11.02.2026,34.0286,Сінгапурський долар
SGD,12.02.2026,34.0765,Сінгапурський долар
SGD,13.02.2026,34.0647,Сінгапурський долар
SGD,14.02.2026,34.0647,Сінгапурський долар
SGD,15.02.2026,34.0647,Сінгапурський долар
SGD,16.02.2026,34.1078,Сінгапурський долар
SGD,17.02.2026,34.2026,Сінгапурський долар
SGD,18.02.2026,34.2364,Сінгапурський долар
SGD,19.02.2026,34.2473,Сінгапурський долар
SGD,20.02.2026,34.1112,Сінгапурський долар
SGD,21.02.2026,34.1112,Сінгапурський долар
SGD,22.02.2026,34.1112,Сінгапурський долар
SGD,23.02.2026,34.1041,Сінгапурський долар
SGD,24.02.2026,34.1819,Сінгапурський долар
SGD,25.02.2026,34.1447,Сінгапурський долар
SGD,26.02.2026,34.1855,Сінгапурський долар
SGD,27.02.2026,34.2053,Сінгапурський долар
SGD,28.02.2026,34.2053,Сінгапурський долар
SGD,01.03.2026,34.2053,Сінгапурський долар
SGD,02.03.2026,34.0493,Сінгапурський долар
SGD,03.03.2026,33.9545,Сінгапурський долар
SGD,04.03.2026,34.0102,Сінгапурський долар
SGD,05.03.2026,34.2663,Сінгапурський долар
SGD,06.03.2026,34.3045,Сінгапурський долар
SGD,07.03.2026,34.3045,Сінгапурський долар
SGD,08.03.2026,34.3045,Сінгапурський долар
SGD,09.03.2026,34.1288,Сінгапурський долар
SGD,10.03.2026,34.2751,Сінгапурський долар
SGD,11.03.2026,34.4778,Сінгапурський долар
SGD,12.03.2026,34.5058,Сінгапурський долар
SGD,13.03.2026,34.6191,Сінгапурський долар
SGD,14.03.2026,34.6191,Сінгапурський долар
SGD,15.03.2026,34.6191,Сінгапурський долар
SGD,16.03.2026,34.5018,Сінгапурський долар
SGD,17.03.2026,34.462,Сінгапурський долар
SGD,18.03.2026,34.4083,Сінгапурський долар
SGD,19.03.2026,34.2857,Сінгапурський долар
SGD,20.03.2026,34.2674,Сінгапурський долар
SGD,21.03.2026,34.2674,Сінгапурський долар
SGD,22.03.2026,34.2674,Сінгапурський долар
SGD,23.03.2026,34.2504,Сінгапурський долар
SGD,24.03.2026,34.3782,Сінгапурський долар
SGD,25.03.2026,34.3209,Сінгапурський долар
SGD,26.03.2026,34.2886,Сінгапурський долар
SGD,27.03.2026,34.1597,Сінгапурський долар
SGD,28.03.2026,34.1597,Сінгапурський долар
SGD,29.03.2026,34.1597,Сінгапурський долар
SGD,30.03.2026,34.0531,Сінгапурський долар
SGD,31.03.2026,33.9579,Сінгапурський долар
SGD,01.04.2026,34.0736,Сінгапурський долар
SGD,02.04.2026,34.1584,Сінгапурський долар
SGD,03.04.2026,34.028,Сінгапурський долар
SGD,04.04.2026,34.028,Сінгапурський долар
SGD,05.04.2026,34.028,Сінгапурський долар
SGD,06.04.2026,33.9146,Сінгапурський долар
SGD,07.04.2026,33.93,Сінгапурський долар
SGD,08.04.2026,33.8637,Сінгапурський долар
SGD,09.04.2026,34.063,Сінгапурський долар
SGD,10.04.2026,34.1118,Сінгапурський долар
SGD,11.04.2026,34.1118,Сінгапурський долар
SGD,12.04.2026,34.1118,Сінгапурський долар
SGD,13.04.2026,34.1147,Сінгапурський долар
SGD,14.04.2026,34.0337,Сінгапурський долар
SGD,15.04.2026,34.2221,Сінгапурський долар
SGD,16.04.2026,34.202,Сінгапурський долар
SGD,17.04.2026,34.3138,Сінгапурський долар
SGD,18.04.2026,34.3138,Сінгапурський долар
SGD,19.04.2026,34.3138,Сінгапурський долар
SGD,20.04.2026,34.4972,Сінгапурський долар
SGD,21.04.2026,34.6974,Сінгапурський долар
SGD,22.04.2026,34.6988,Сінгапурський долар
SGD,23.04.2026,34.4511,Сінгапурський долар
SGD,24.04.2026,34.4394,Сінгапурський долар
SGD,25.04.2026,34.4394,Сінгапурський долар
SGD,26.04.2026,34.4394,Сінгапурський долар
SGD,27.04.2026,34.475,Сінгапурський долар
SGD,28.04.2026,34.6234,Сінгапурський долар
SGD,29.04.2026,34.4782,Сінгапурський долар
SGD,30.04.2026,34.5065,Сінгапурський долар
SGD,01.05.2026,34.4592,Сінгапурський долар
SGD,02.05.2026,34.4592,Сінгапурський долар
SGD,03.05.2026,34.4592,Сінгапурський долар
SGD,04.05.2026,34.4983,Сінгапурський долар
SGD,05.05.2026,34.4774,Сінгапурський долар
SGD,06.05.2026,34.4348,Сінгапурський долар
SGD,07.05.2026,34.5951,Сінгапурський долар
SGD,08.05.2026,34.6052,Сінгапурський долар
SGD,09.05.2026,34.6052,Сінгапурський долар
SGD,10.05.2026,34.6052,Сінгапурський долар
SGD,11.05.2026,34.5941,Сінгапурський долар
SGD,12.05.2026,34.6265,Сінгапурський долар
SGD,13.05.2026,34.571,Сінгапурський долар
SGD,14.05.2026,34.559,Сінгапурський долар
SGD,15.05.2026,34.5193,Сінгапурський долар
SGD,16.05.2026,34.5193,Сінгапурський долар
SGD,17.05.2026,34.5193,Сінгапурський долар
SGD,18.05.2026,34.4369,Сінгапурський долар
SGD,19.05.2026,34.5209,Сінгапурський долар
SGD,20.05.2026,34.4622,Сінгапурський долар
SGD,21.05.2026,34.5389,Сінгапурський долар
SGD,22.05.2026,34.5525,Сінгапурський долар
SGD,23.05.2026,34.5525,Сінгапурський долар
SGD,24.05.2026,34.5525,Сінгапурський долар
SGD,25.05.2026,34.5742,Сінгапурський долар
SGD,26.05.2026,34.642,Сінгапурський долар
SGD,27.05.2026,34.6507,Сінгапурський долар
SGD,28.05.2026,34.6659,Сінгапурський долар
SGD,29.05.2026,34.5985,Сінгапурський долар
SGD,30.05.2026,34.5985,Сінгапурський долар
SGD,31.05.2026,34.5985,Сінгапурський долар
SGD,01.06.2026,34.6656,Сінгапурський долар
SGD,02.06.2026,34.6735,Сінгапурський долар
SGD,03.06.2026,34.6839,Сінгапурський долар
SGD,04.06.2026,34.5993,Сінгапурський долар
SGD,05.06.2026,34.6091,Сінгапурський долар
SGD,06.06.2026,34.6091,Сінгапурський долар
SGD,07.06.2026,34.6091,Сінгапурський долар
SGD,08.06.2026,34.5658,Сінгапурський долар
SGD,09.06.2026,34.5731,Сінгапурський долар
SGD,10.06.2026,34.8924,Сінгапурський долар
SGD,11.06.2026,34.9135,Сінгапурський долар
SGD,12.06.2026,34.8828,Сінгапурський долар
SGD,13.06.2026,34.8828,Сінгапурський долар
SGD,14.06.2026,34.8828,Сінгапурський долар
SGD,15.06.2026,34.9076,Сінгапурський долар
SGD,16.06.2026,34.9592,Сінгапурський долар
SGD,17.06.2026,34.932,Сінгапурський долар
SGD,18.06.2026,34.9068,Сінгапурський долар
SGD,19.06.2026,34.7862,Сінгапурський долар
SGD,20.06.2026,34.7862,Сінгапурський долар
SGD,21.06.2026,34.7862,Сінгапурський долар
SGD,22.06.2026,34.7763,Сінгапурський долар
SGD,23.06.2026,34.7273,Сінгапурський долар
SGD,24.06.2026,34.6258,Сінгапурський долар
SGD,25.06.2026,34.5541,Сінгапурський долар
SGD,26.06.2026,34.612,Сінгапурський долар
SGD,27.06.2026,34.612,Сінгапурський долар
SGD,28.06.2026,34.612,Сінгапурський долар
SGD,29.06.2026,34.6567,Сінгапурський долар
SGD,30.06.2026,34.6797,Сінгапурський долар
SGD,01.07.2026,34.5909,Сінгапурський долар
SGD,02.07.2026,34.5251,Сінгапурський долар
SGD,03.07.2026,34.6119,Сінгапурський долар
SGD,04.07.2026,34.6119,Сінгапурський долар
SGD,05.07.2026,34.6119,Сінгапурський долар
SGD,06.07.2026,34.5367,Сінгапурський долар
SGD,07.07.2026,34.4494,Сінгапурський долар
SGD,08.07.2026,34.4663,Сінгапурський долар
SGD,09.07.2026,34.3555,Сінгапурський долар
SGD,10.07.2026,34.4148,Сінгапурський долар
SGD,11.07.2026,34.4148,Сінгапурський долар
SGD,12.07.2026,34.4148,Сінгапурський долар
SGD,13.07.2026,34.4629,Сінгапурський долар
SGD,14.07.2026,34.5725,Сінгапурський долар
SGD,15.07.2026,34.7233,Сінгапурський долар
SGD,16.07.2026,34.6374,Сінгапурський долар
SGD,17.07.2026,34.6085,Сінгапурський долар
SGD,18.07.2026,34.6085,Сінгапурський долар
SGD,19.07.2026,34.6085,Сінгапурський долар
SGD,20.07.2026,34.5965,Сінгапурський долар
SGD,21.07.2026,34.6427,Сінгапурський долар
SGD,22.07.2026,34.6794,Сінгапурський долар
SGD,23.07.2026,34.6713,Сінгапурський долар
SGD,24.07.2026,34.7022,Сінгапурський долар
SGD,25.07.2026,34.7022,Сінгапурський долар
SGD,26.07.2026,34.7022,Сінгапурський долар
SGD,27.07.2026,34.7058,Сінгапурський долар
SGD,28.07.2026,34.7646,Сінгапурський долар
SGD,29.07.2026,34.7334,Сінгапурський долар
SGD,30.07.2026,34.7226,Сінгапурський долар
SGD,31.07.2026,34.7038,Сінгапурський долар
SGD,01.08.2026,34.7038,Сінгапурський долар
SGD,02.08.2026,34.7038,Сінгапурський долар
SGD,03.08.2026,34.747,Сінгапурський долар
SGD,04.08.2026,34.9412,Сінгапурський долар
SGD,05.08.2026,34.8946,Сінгапурський долар
SGD,06.08.2026,34.8728,Сінгапурський долар
SGD,07.08.2026,34.9135,Сінгапурський долар
SGD,08.08.2026,34.9135,Сінгапурський долар
SGD,09.08.2026,34.9135,Сінгапурський долар
SGD,10.08.2026,34.9398,Сінгапурський долар
SGD,11.08.2026,35.0293,Сінгапурський долар
SGD,12.08.2026,35.0379,Сінгапурський долар
SGD,13.08.2026,34.9619,Сінгапурський долар
SGD,14.08.2026,34.922,Сінгапурський долар
SGD,15.08.2026,34.922,Сінгапурський долар
SGD,16.08.2026,34.922,Сінгапурський долар
SGD,17.08.2026,34.9728,Сінгапурський долар
SGD,18.08.2026,35.015,Сінгапурський долар
SGD,19.08.2026,35.0365,Сінгапурський долар
SGD,20.08.2026,35.023,Сінгапурський долар
SGD,21.08.2026,35.0784,Сінгапурський долар
THB,01.01.2020,7.8556,Бат
THB,02.01.2020,7.8556,Бат
THB,03.01.2020,7.8556,Бат
THB,04.01.2020,7.8556,Бат
THB,05.01.2020,7.8556,Бат
THB,06.01.2020,7.8556,Бат
THB,07.01.2020,7.8556,Бат
THB,08.01.2020,7.8556,Бат
THB,09.01.2020,7.8556,Бат
THB,10.01.2020,7.8556,Бат
THB,11.01.2020,7.8556,Бат
THB,12.01.2020,7.8556,Бат
THB,13.01.2020,7.8556,Бат
THB,14.01.2020,7.8556,Бат
THB,15.01.2020,7.8556,Бат
THB,16.01.2020,7.8556,Бат
THB,17.01.2020,7.8556,Бат
THB,18.01.2020,7.8556,Бат
THB,19.01.2020,7.8556,Бат
THB,20.01.2020,7.8556,Бат
THB,21.01.2020,7.8556,Бат
THB,22.01.2020,7.8556,Бат
THB,23.01.2020,7.8556,Бат
THB,24.01.2020,7.8556,Бат
THB,25.01.2020,7.8556,Бат
THB,26.01.2020,7.8556,Бат
THB,27.01.2020,7.8556,Бат
THB,28.01.2020,7.8556,Бат
THB,29.01.2020,7.8556,Бат
THB,30.01.2020,7.8556,Бат
THB,31.01.2020,7.8556,Бат
THB,01.02.2020,8.0289,Бат
THB,02.02.2020,8.0289,Бат
THB,03.02.2020,8.0289,Бат
THB,04.02.2020,8.0289,Бат
THB,05.02.2020,8.0289,Бат
THB,06.02.2020,8.0289,Бат
THB,07.02.2020,8.0289,Бат
THB,08.02.2020,8.0289,Бат
THB,09.02.2020,8.0289,Бат
THB,10.02.2020,8.0289,Бат
THB,11.02.2020,8.0289,Бат
THB,12.02.2020,8.0289,Бат
THB,13.02.2020,8.0289,Бат
THB,14.02.2020,8.0289,Бат
THB,15.02.2020,8.0289,Бат
THB,16.02.2020,8.0289,Бат
THB,17.02.2020,8.0289,Бат
THB,18.02.2020,8.0289,Бат
THB,19.02.2020,8.0289,Бат
THB,20.02.2020,8.0289,Бат
THB,21.02.2020,8.0289,Бат
THB,22.02.2020,8.0289,Бат
THB,23.02.2020,8.0289,Бат
THB,24.02.2020,8.0289,Бат
THB,25.02.2020,8.0289,Бат
THB,26.02.2020,8.0289,Бат
THB,27.02.2020,8.0289,Бат
THB,28.02.2020,8.0289,Бат
THB,29.02.2020,8.0289,Бат
THB,01.03.2020,7.7962,Бат
THB,02.03.2020,7.7962,Бат
THB,03.03.2020,7.7962,Бат
THB,04.03.2020,7.7962,Бат
THB,05.03.2020,7.7962,Бат
THB,06.03.2020,7.7962,Бат
THB,07.03.2020,7.7962,Бат
THB,08.03.2020,7.7962,Бат
THB,09.03.2020,7.7962,Бат
THB,10.03.2020,7.7962,Бат
THB,11.03.2020,7.7962,Бат
THB,12.03.2020,7.7962,Бат
THB,13.03.2020,7.7962,Бат
THB,14.03.2020,7.7962,Бат
THB,15.03.2020,7.7962,Бат
THB,16.03.2020,7.7962,Бат
THB,17.03.2020,7.7962,Бат
THB,18.03.2020,7.7962,Бат
THB,19.03.2020,7.7962,Бат
THB,20.03.2020,7.7962,Бат
THB,21.03.2020,7.7962,Бат
THB,22.03.2020,7.7962,Бат
THB,23.03.2020,7.7962,Бат
THB,24.03.2020,7.7962,Бат
THB,25.03.2020,7.7962,Бат
THB,26.03.2020,7.7962,Бат
THB,27.03.2020,7.7962,Бат
THB,28.03.2020,7.7962,Бат
THB,29.03.2020,7.7962,Бат
THB,30.03.2020,7.7962,Бат
THB,31.03.2020,7.7962,Бат
THB,01.04.2020,8.425,Бат
THB,02.04.2020,8.425,Бат
THB,03.04.2020,8.425,Бат
THB,04.04.2020,8.425,Бат
THB,05.04.2020,8.425,Бат
THB,06.04.2020,8.425,Бат
THB,07.04.2020,8.425,Бат
THB,08.04.2020,8.425,Бат
THB,09.04.2020,8.425,Бат
THB,10.04.2020,8.425,Бат
THB,11.04.2020,8.425,Бат
THB,12.04.2020,8.425,Бат
THB,13.04.2020,8.425,Бат
THB,14.04.2020,8.425,Бат
THB,15.04.2020,8.425,Бат
THB,16.04.2020,8.425,Бат
THB,17.04.2020,8.425,Бат
THB,18.04.2020,8.425,Бат
THB,19.04.2020,8.425,Бат
THB,20.04.2020,8.425,Бат
THB,21.04.2020,8.425,Бат
THB,22.04.2020,8.425,Бат
THB,23.04.2020,8.425,Бат
THB,24.04.2020,8.425,Бат
THB,25.04.2020,8.425,Бат
THB,26.04.2020,8.425,Бат
THB,27.04.2020,8.425,Бат
THB,28.04.2020,8.425,Бат
THB,29.04.2020,8.425,Бат
THB,30.04.2020,8.425,Бат
THB,01.05.2020,8.3249,Бат
THB,02.05.2020,8.3249,Бат
THB,03.05.2020,8.3249,Бат
THB,04.05.2020,8.3249,Бат
THB,05.05.2020,8.3249,Бат
THB,06.05.2020,8.3249,Бат
THB,07.05.2020,8.3249,Бат
THB,08.05.2020,8.3249,Бат
THB,09.05.2020,8.3249,Бат
THB,10.05.2020,8.3249,Бат
THB,11.05.2020,8.3249,Бат
THB,12.05.2020,8.3249,Бат
THB,13.05.2020,8.3249,Бат
THB,14.05.2020,8.3249,Бат
THB,15.05.2020,8.3249,Бат
THB,16.05.2020,8.3249,Бат
THB,17.05.2020,8.3249,Бат
THB,18.05.2020,8.3249,Бат
THB,19.05.2020,8.3249,Бат
THB,20.05.2020,8.3249,Бат
THB,21.05.2020,8.3249,Бат
THB,22.05.2020,8.3249,Бат
THB,23.05.2020,8.3249,Бат
THB,24.05.2020,8.3249,Бат
THB,25.05.2020,8.3249,Бат
THB,26.05.2020,8.3249,Бат
THB,27.05.2020,8.3249,Бат
THB,28.05.2020,8.3249,Бат
THB,29.05.2020,8.3249,Бат
THB,30.05.2020,8.3249,Бат
THB,31.05.2020,8.3249,Бат
THB,01.06.2020,8.4444,Бат
THB,02.06.2020,8.4444,Бат
THB,03.06.2020,8.4444,Бат
THB,04.06.2020,8.4444,Бат
THB,05.06.2020,8.4444,Бат
THB,06.06.2020,8.4444,Бат
THB,07.06.2020,8.4444,Бат
THB,08.06.2020,8.4444,Бат
THB,09.06.2020,8.4444,Бат
THB,10.06.2020,8.4444,Бат
THB,11.06.2020,8.4444,Бат
THB,12.06.2020,8.4444,Бат
THB,13.06.2020,8.4444,Бат
THB,14.06.2020,8.4444,Бат
THB,15.06.2020,8.4444,Бат
THB,16.06.2020,8.4444,Бат
THB,17.06.2020,8.4444,Бат
THB,18.06.2020,8.4444,Бат
THB,19.06.2020,8.4444,Бат
THB,20.06.2020,8.4444,Бат
THB,21.06.2020,8.4444,Бат
THB,22.06.2020,8.4444,Бат
THB,23.06.2020,8.4444,Бат
THB,24.06.2020,8.4444,Бат
THB,25.06.2020,8.4444,Бат
THB,26.06.2020,8.4444,Бат
THB,27.06.2020,8.4444,Бат
THB,28.06.2020,8.4444,Бат
THB,29.06.2020,8.4444,Бат
THB,30.06.2020,8.4444,Бат
THB,01.07.2020,8.6255,Бат
THB,02.07.2020,8.6255,Бат
THB,03.07.2020,8.6255,Бат
THB,04.07.2020,8.6255,Бат
THB,05.07.2020,8.6255,Бат
THB,06.07.2020,8.6255,Бат
THB,07.07.2020,8.6255,Бат
THB,08.07.2020,8.6255,Бат
THB,09.07.2020,8.6255,Бат
THB,10.07.2020,8.6255,Бат
THB,11.07.2020,8.6255,Бат
THB,12.07.2020,8.6255,Бат
THB,13.07.2020,8.6255,Бат
THB,14.07.2020,8.6255,Бат
THB,15.07.2020,8.6255,Бат
THB,16.07.2020,8.6255,Бат
THB,17.07.2020,8.6255,Бат
THB,18.07.2020,8.6255,Бат
THB,19.07.2020,8.6255,Бат
THB,20.07.2020,8.6255,Бат
THB,21.07.2020,8.6255,Бат
THB,22.07.2020,8.6255,Бат
THB,23.07.2020,8.6255,Бат
THB,24.07.2020,8.6255,Бат
THB,25.07.2020,8.6255,Бат
THB,26.07.2020,8.6255,Бат
THB,27.07.2020,8.6255,Бат
THB,28.07.2020,8.6255,Бат
THB,29.07.2020,8.6255,Бат
THB,30.07.2020,8.6255,Бат
THB,31.07.2020,8.6255,Бат
THB,01.08.2020,8.8726,Бат
THB,02.08.2020,8.8726,Бат
THB,03.08.2020,8.8726,Бат
THB,04.08.2020,8.8726,Бат
THB,05.08.2020,8.8726,Бат
THB,06.08.2020,8.8726,Бат
THB,07.08.2020,8.8726,Бат
THB,08.08.2020,8.8726,Бат
THB,09.08.2020,8.8726,Бат
THB,10.08.2020,8.8726,Бат
THB,11.08.2020,8.8726,Бат
THB,12.08.2020,8.8726,Бат
THB,13.08.2020,8.8726,Бат
THB,14.08.2020,8.8726,Бат
THB,15.08.2020,8.8726,Бат
THB,16.08.2020,8.8726,Бат
THB,17.08.2020,8.8726,Бат
THB,18.08.2020,8.8726,Бат
THB,19.08.2020,8.8726,Бат
THB,20.08.2020,8.8726,Бат
THB,21.08.2020,8.8726,Бат
THB,22.08.2020,8.8726,Бат
THB,23.08.2020,8.8726,Бат
THB,24.08.2020,8.8726,Бат
THB,25.08.2020,8.8726,Бат
THB,26.08.2020,8.8726,Бат
THB,27.08.2020,8.8726,Бат
THB,28.08.2020,8.8726,Бат
THB,29.08.2020,8.8726,Бат
THB,30.08.2020,8.8726,Бат
THB,31.08.2020,8.8726,Бат
THB,01.09.2020,8.8683,Бат
THB,02.09.2020,8.8683,Бат
THB,03.09.2020,8.8683,Бат
THB,04.09.2020,8.8683,Бат
THB,05.09.2020,8.8683,Бат
THB,06.09.2020,8.8683,Бат
THB,07.09.2020,8.8683,Бат
THB,08.09.2020,8.8683,Бат
THB,09.09.2020,8.8683,Бат
THB,10.09.2020,8.8683,Бат
THB,11.09.2020,8.8683,Бат
THB,12.09.2020,8.8683,Бат
THB,13.09.2020,8.8683,Бат
THB,14.09.2020,8.8683,Бат
THB,15.09.2020,8.8683,Бат
THB,16.09.2020,8.8683,Бат
THB,17.09.2020,8.8683,Бат
THB,18.09.2020,8.8683,Бат
THB,19.09.2020,8.8683,Бат
THB,20.09.2020,8.8683,Бат
THB,21.09.2020,8.8683,Бат
THB,22.09.2020,8.8683,Бат
THB,23.09.2020,8.8683,Бат
THB,24.09.2020,8.8683,Бат
THB,25.09.2020,8.8683,Бат
THB,26.09.2020,8.8683,Бат
THB,27.09.2020,8.8683,Бат
THB,28.09.2020,8.8683,Бат
THB,29.09.2020,8.8683,Бат
THB,30.09.2020,8.8683,Бат
THB,01.10.2020,8.9423,Бат
THB,02.10.2020,8.9423,Бат
THB,03.10.2020,8.9423,Бат
THB,04.10.2020,8.9423,Бат
THB,05.10.2020,8.9423,Бат
THB,06.10.2020,8.9423,Бат
THB,07.10.2020,8.9423,Бат
THB,08.10.2020,8.9423,Бат
THB,09.10.2020,8.9423,Бат
THB,10.10.2020,8.9423,Бат
THB,11.10.2020,8.9423,Бат
THB,12.10.2020,8.9423,Бат
THB,13.10.2020,8.9423,Бат
THB,14.10.2020,8.9423,Бат
THB,15.10.2020,8.9423,Бат
THB,16.10.2020,8.9423,Бат
THB,17.10.2020,8.9423,Бат
THB,18.10.2020,8.9423,Бат
THB,19.10.2020,8.9423,Бат
THB,20.10.2020,8.9423,Бат
THB,21.10.2020,8.9423,Бат
THB,22.10.2020,8.9423,Бат
THB,23.10.2020,8.9423,Бат
THB,24.10.2020,8.9423,Бат
THB,25.10.2020,8.9423,Бат
THB,26.10.2020,8.9423,Бат
THB,27.10.2020,8.9423,Бат
THB,28.10.2020,8.9423,Бат
THB,29.10.2020,8.9423,Бат
THB,30.10.2020,8.9423,Бат
THB,31.10.2020,8.9423,Бат
THB,01.11.2020,9.1314,Бат
THB,02.11.2020,9.1314,Бат
THB,03.11.2020,9.1314,Бат
THB,04.11.2020,9.1314,Бат
THB,05.11.2020,9.1314,Бат
THB,06.11.2020,9.1314,Бат
THB,07.11.2020,9.1314,Бат
THB,08.11.2020,9.1314,Бат
THB,09.11.2020,9.1314,Бат
THB,10.11.2020,9.1314,Бат
THB,11.11.2020,9.1314,Бат
THB,12.11.2020,9.1314,Бат
THB,13.11.2020,9.1314,Бат
THB,14.11.2020,9.1314,Бат
THB,15.11.2020,9.1314,Бат
THB,16.11.2020,9.1314,Бат
THB,17.11.2020,9.1314,Бат
THB,18.11.2020,9.1314,Бат
THB,19.11.2020,9.1314,Бат
THB,20.11.2020,9.1314,Бат
THB,21.11.2020,9.1314,Бат
THB,22.11.2020,9.1314,Бат
THB,23.11.2020,9.1314,Бат
THB,24.11.2020,9.1314,Бат
THB,25.11.2020,9.1314,Бат
THB,26.11.2020,9.1314,Бат
THB,27.11.2020,9.1314,Бат
THB,28.11.2020,9.1314,Бат
THB,29.11.2020,9.1314,Бат
THB,30.11.2020,9.1314,Бат
THB,01.12.2020,9.4143,Бат
THB,02.12.2020,9.4143,Бат
THB,03.12.2020,9.4143,Бат
THB,04.12.2020,9.4143,Бат
THB,05.12.2020,9.4143,Бат
THB,06.12.2020,9.4143,Бат
THB,07.12.2020,9.4143,Бат
THB,08.12.2020,9.4143,Бат
THB,09.12.2020,9.4143,Бат
THB,10.12.2020,9.4143,Бат
THB,11.12.2020,9.4143,Бат
THB,12.12.2020,9.4143,Бат
THB,13.12.2020,9.4143,Бат
THB,14.12.2020,9.4143,Бат
THB,15.12.2020,9.4143,Бат
THB,16.12.2020,9.4143,Бат
THB,17.12.2020,9.4143,Бат
THB,18.12.2020,9.4143,Бат
THB,19.12.2020,9.4143,Бат
THB,20.12.2020,9.4143,Бат
THB,21.12.2020,9.4143,Бат
THB,22.12.2020,9.4143,Бат
THB,23.12.2020,9.4143,Бат
THB,24.12.2020,9.4143,Бат
THB,25.12.2020,9.4143,Бат
THB,26.12.2020,9.4143,Бат
THB,27.12.2020,9.4143,Бат
THB,28.12.2020,9.4143,Бат
THB,29.12.2020,9.4143,Бат
THB,30.12.2020,9.4143,Бат
THB,31.12.2020,9.4143,Бат
THB,01.01.2021,9.445,Бат
THB,02.01.2021,9.445,Бат
THB,03.01.2021,9.445,Бат
THB,04.01.2021,9.445,Бат
THB,05.01.2021,9.445,Бат
THB,06.01.2021,9.445,Бат
THB,07.01.2021,9.445,Бат
THB,08.01.2021,9.445,Бат
THB,09.01.2021,9.445,Бат
THB,10.01.2021,9.445,Бат
THB,11.01.2021,9.445,Бат
THB,12.01.2021,9.445,Бат
